page,product,brand,price,image,type,price_level
https://us.shein.com/Chain-Decor-Crossbody-Bag-With-Purse-p-989422-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Chain Decor Crossbody Bag With Purse,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/12/27/15774285153d407d2517f6fdf8d3549bc898364ee5_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Ruched-Detail-Faux-Leather-Crossbody-Bag-p-860589-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Ruched Detail Faux Leather Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/09/24/156931554235508a681cfcdc0eae76dbea232d835d_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Fringe-Decor-Bucket-Bag-With-Drawstring-p-922246-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Fringe Decor Bucket Bag With Drawstring,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/11/12/1573559349d8647c7a7034fd8ee6bb47921d7dc72f_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Ruched-Detail-Crossbody-Bag-p-808425-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Ruched Detail Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/08/01/15646453941329820068_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Twist-Lock-Chain-Decor-Crossbody-Bag-p-987668-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Twist Lock Chain Decor Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/12/26/1577348023ba099499b9563660bb9e499a9960d10e_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Round-Shaped-Croc-Embossed-Chain-Bag-p-910713-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Round Shaped Croc Embossed Chain Bag,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/11/05/15729309601623f922c89c190fdb9023c0f06800fe_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Croc-Embossed-Metal-Lock-Saddle-Bag-p-996673-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Croc Embossed Metal Lock Saddle Bag,shein,less $50,http://img.ltwebstatic.com/images3_pi/2020/01/02/157795012675586dbed67bd2bf957770ec3778f994_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Twist-Lock-Croc-Embossed-Chain-Bag-p-877993-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Twist Lock Croc Embossed Chain Bag,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/10/12/15708703669cbe10897253fb1deff2f076d873f0a4_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Croc-Embossed-Chain-Decor-Crossbody-Bag-p-818164-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Croc Embossed Chain Decor Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/08/12/1565604054270025749_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Sequins-Decor-Fluffy-Bucket-Bag-With-Drawstring-p-984945-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Sequins Decor Fluffy Bucket Bag With Drawstring,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/12/25/15772600103223903a53c8e0c48a7218fb40a21a8f_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Minimalist-Flap-Crossbody-Bag-p-983488-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Minimalist Flap Crossbody Bag,shein,less $50,http://img.ltwebstatic.com/images3_pi/2019/12/24/15771678504b46b147bcde8251556462f891879291_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Faux-Pearl-Decor-Clear-Chain-Bag-p-775545-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Faux Pearl Decor Clear Chain Bag,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/06/21/1561110727174253417_thumbnail_405x552.jpg,shein_crossbody,less 50
https://us.shein.com/Metal-Tassel-Chevron-Chain-Bag-p-772968-cat-2152.html?scici=navbar_2~~tab01navbar07menu05~~7_5~~real_2043~~SPcCccWomenCategory_default~~0~~0,Metal Tassel Chevron Chain Bag,shein,less $50,http://img.ltwebstatic.com/images2_pi/2019/06/20/15609961461141490772_thumbnail_405x552.jpg,shein_crossbody,less 50
